Time (s),dt, X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),1,2,3,4
46.1457405,0.0024376,0.296112,-0.025723,9.81476,9.81926,1.734606,355.035248,1,2,3,4
46.1481819,0.0024414,0.288933,-0.016152,9.809975,9.814241,1.68957,356.800446,1,2,3,4
46.1506195,0.0024376,0.33679,-0.02333,9.857831,9.86361,1.961443,356.037354,1,2,3,4
46.1530609,0.0024414,0.348754,-0.001795,9.84826,9.854433,2.028158,359.70517,1,2,3,4
46.1554947,0.0024338,0.315254,-0.02333,9.83151,9.836591,1.841644,355.767609,1,2,3,4
46.1579361,0.0024414,0.377468,-0.001795,9.81476,9.822017,2.20256,359.7276,1,2,3,4
46.1603737,0.0024376,0.339183,0.117847,9.817153,9.823717,2.094617,19.159409,1,2,3,4
46.1628151,0.0024414,0.363111,0.158524,9.932009,9.939908,2.284391,23.584797,1,2,3,4
46.1652527,0.0024376,0.511466,0.108275,9.876974,9.8908,3.029894,11.952811,1,2,3,4
46.1676941,0.0024414,0.480359,0.072383,9.81476,9.826775,2.833518,8.569141,1,2,3,4
46.1701317,0.0024376,0.394218,0.043669,9.786046,9.794081,2.32094,6.321106,1,2,3,4
