Time (s),dt, X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),1,2,3,4
4.7761536,0.02,1.491327,5.88754,7.033702,9.293016,40.810047,75.785828,1,2,3,4
4.796886,0.02,0.162114,5.610571,6.392426,8.506932,41.284969,88.34494,1,2,3,4
4.8176188,0.02,-0.795614,5.952147,7.540382,9.63942,38.533463,97.613503,1,2,3,4
4.8383517,0.02,-0.224925,6.518647,7.755138,10.133387,40.065804,91.976204,1,2,3,4
4.8590846,0.02,-0.210568,6.984649,7.709674,10.405227,42.188236,91.726791,1,2,3,4
4.8798175,0.02,0.202194,6.811768,6.909276,9.704595,44.605457,88.299789,1,2,3,4
4.9005504,0.02,0.409173,6.645467,5.654838,8.735379,49.657986,86.476646,1,2,3,4
4.9212828,0.02,-0.652044,6.714859,5.968896,9.007897,48.499302,95.546303,1,2,3,4
4.9420156,0.02,-1.033699,6.556334,7.330412,9.888832,42.159267,98.95974,1,2,3,4
4.962749,0.02,-1.317847,6.479764,7.8012,10.226572,40.285122,101.495956,1,2,3,4
4.9834819,0.02,-1.531407,6.670591,7.910073,10.459984,40.867714,102.92968,1,2,3,4
5.0042148,0.02,-0.930808,6.376274,7.001997,9.515841,42.622997,98.305367,1,2,3,4
5.0249472,0.02,-1.313061,6.651449,6.804589,9.605641,44.895512,101.167168,1,2,3,4
5.04568,0.02,-1.264009,6.594619,7.652247,10.180551,41.266182,100.850441,1,2,3,4
5.0664129,0.02,-0.736391,6.486942,8.584849,10.785283,37.252258,96.476433,1,2,3,4
5.0871458,0.02,0.341575,6.559923,7.713862,10.131779,40.416363,87.019295,1,2,3,4
5.1078787,0.02,-0.561715,7.018747,7.072586,9.97997,44.87254,94.575668,1,2,3,4
5.1286116,0.02,-1.526023,6.996614,7.221539,10.170151,44.759232,102.304024,1,2,3,4
5.1493444,0.02,-2.14038,6.906284,7.348957,10.309469,44.533901,107.219131,1,2,3,4
5.1700773,0.02,-2.212763,6.671788,6.783652,9.768675,46.018257,108.348602,1,2,3,4
5.1908102,0.02,-2.226521,6.503094,5.794818,8.990414,49.867661,108.900116,1,2,3,4
5.2115431,0.02,-2.765505,6.823134,4.819743,8.799608,56.789097,112.063354,1,2,3,4
5.232276,0.02,-3.516253,7.023533,4.731807,9.169735,58.934052,116.594322,1,2,3,4
5.2530088,0.02,-4.721637,6.661618,5.441877,9.812494,56.31776,125.328339,1,2,3,4
5.2737417,0.02,-5.440082,6.068797,5.966503,10.100691,53.793125,131.873123,1,2,3,4
5.2944746,0.02,-5.258228,6.131608,6.019145,10.073514,53.307377,130.615097,1,2,3,4
5.3152075,0.02,-4.739583,6.176474,6.025726,9.84489,52.260933,127.501221,1,2,3,4
5.3359404,0.02,-3.969095,6.31765,5.708078,9.394071,52.581978,122.139297,1,2,3,4
5.3566728,0.02,-3.470789,6.405586,5.075775,8.879268,55.13509,118.450508,1,2,3,4
5.3774056,0.02,-3.370291,6.327221,4.198207,8.307679,59.646038,118.042679,1,2,3,4
5.3981385,0.02,-3.479762,6.63769,3.535994,8.286793,64.741539,117.665459,1,2,3,4
5.4188719,0.02,-3.534797,6.823732,3.600002,8.486349,64.899277,117.38485,1,2,3,4
5.4396048,0.02,-3.896712,6.598208,4.09412,8.688068,61.885525,120.564873,1,2,3,4
5.4603372,0.02,-4.360321,6.466005,5.02732,9.278769,57.19313,123.993576,1,2,3,4
5.48107,0.02,-4.714459,6.428318,5.761319,9.835761,54.143852,126.25592,1,2,3,4
5.5018029,0.02,-4.995017,6.60419,6.102894,10.28644,53.60881,127.101692,1,2,3,4
5.5225358,0.02,-5.341977,6.739385,6.583253,10.830293,52.565392,128.402115,1,2,3,4
5.5432687,0.02,-5.848657,6.650851,7.375876,11.525804,50.212311,131.327896,1,2,3,4
5.5640016,0.02,-6.111867,6.267999,7.279565,11.385728,50.255981,134.277435,1,2,3,4
5.5847344,0.02,-6.375078,6.019145,6.274579,10.781562,54.410557,136.644943,1,2,3,4
5.6054668,0.02,-6.388836,5.911469,5.080561,10.078432,59.728222,137.222504,1,2,3,4
5.6261997,0.02,-6.396613,5.871388,4.601398,9.826633,62.078732,137.451477,1,2,3,4
5.6469326,0.02,-6.438488,6.023931,5.268995,10.271523,59.138054,136.905212,1,2,3,4
5.667666,0.02,-6.117849,6.123233,6.311668,10.712573,53.900932,134.974808,1,2,3,4
5.6883988,0.02,-5.849255,6.100502,6.544968,10.689551,52.245663,133.795517,1,2,3,4
5.7091317,0.02,-5.889335,6.134001,5.970092,10.390006,54.92841,133.834229,1,2,3,4
5.7298641,0.02,-6.047261,6.091528,5.438886,10.161573,57.639774,134.791061,1,2,3,4
5.750597,0.02,-6.183652,5.994021,4.910072,9.913357,60.310555,135.892136,1,2,3,4
5.7713299,0.02,-6.4343,5.897111,4.759324,9.941192,61.396347,137.494385,1,2,3,4
5.7920628,0.02,-6.867401,5.631508,5.376074,10.381582,58.812038,140.647049,1,2,3,4
